DOY2,HR2,CO2,FC,G_1_1_1,G_2_1_1,H,H2O,LE,LW_IN,LW_OUT,NETRAD,PA,PPFD_IN,PPFD_OUT,RH,SC,SH,SLE,SW_IN,SW_OUT,TAU,TA_1_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_6_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_6_1,T_CANOPY,T_SONIC,USTAR,U_SIGMA,VPD,V_SIGMA,WS,W_SIGMA,TA_1_1_2,TS_1_5_1
1,0.25,367.7036139,-0.021082633,-6.75975,-6.21525,-26.2032334425,2.590999577,-0.7319183685,223.680424249246,269.75,-66.225,98.386815015,-0.002,-0.0805,71.505,-0.057664242,-0.756776739,-0.286307669,-1.71462776173639,0.1715,-0.21883576575,-9.26,-0.86325,-0.2625,-0.008,2.03375,1.47075,-0.58825,0,0.7545,2.2,1.25925,-10.095,-9.8240875835,0.169269408,0.462850328459817,0,0.399336488850298,1.9453232775,0.187701868388781,-9.04040425,2.99175
1,0.75,369.6992938,0.005391201,-9.58,-9.32,-25.91250115,2.56010045675,-0.95806871625,225.309990865462,270.2,-65.0338624957578,98.39994981,0,-0.0595,71.885,-0.0391988225,-0.753139949,-0.318477342,-1.75087491992324,0.17675,-0.20879666425,-9.335,-0.95025,-0.275,0,2.0285,1.47475,-0.6125,0,0.76725,2.17525,1.32075,-10.4625,-9.862284025,0.16656253,0.479304271835752,0.03123445225,0.371006091594195,1.825676958,0.18820795679248,-9.26105475,2.9925
1,1.25,370.3573837,0.0747918855,-9.875,-8.6829375,-24.7589637225,2.556713394,-1.205639351,222.9,269.025,-63.5930773640261,98.39166278,-0.001,-0.082,72.115,-0.0446224815,-0.659035817,-0.24980570225,-1.794,0.1405,-0.1925810215,-9.3675,-0.993,-0.25775,0,2.0245,1.483,-0.6045,0,0.7665,2.183,1.30075,-10.43,-10.1123766,0.173755109,0.460405914384253,0.01637571775,0.368096731851833,1.929632647,0.20226090081872,-9.5871645,3
1,1.75,370.4028874,0.07841333275,-9.8,-8.6685975,-23.8783752825,2.47013617175,-1.44109992025,219.825,269.475,-64.1210590746592,98.39182185,-0.001,-0.093,72.4025,-0.026451602,-0.70646742,-0.3052317495,-1.767,0.15775,-0.198850968,-9.4825,-1.025,-0.26325,-0.008,2.0325,1.48325,-0.6125,0,0.7505,2.2,1.27975,-10.57,-10.25642569,0.162339095,0.459518466440686,0.002910868,0.379595995763917,1.848947398,0.192558152255364,-9.6689185,3.0075
1,2.25,369.88839385,0.0275945865,-9.7425,-8.7775,-22.8528485225,2.397935823,-0.9223530605,222.50040898356,269.075,-59.79,98.35069505,-0.002,-0.07775,72.8625,-0.0367081105,-0.666814501,-0.2914121575,-1.7635,0.15275,-0.189153587,-9.7475,-1.025,-0.27525,-0.0175,2.05,1.47075,-0.6125,0,0.76625,2.1875,1.2795,-10.425,-10.21822274,0.161735898,0.447594004651537,0,0.361155732337173,1.846186864,0.18766055525869,-9.73500025,2.98775
1,2.75,369.36526615,0.02517433875,-9.68,-9.01416,-23.3570728275,2.405111004,-0.52563974175,223.2,270.625,-60.23,98.39827926,-0.001,-0.09,72.56,-0.02975076675,-0.566014069,-0.237330428,-1.77642431351983,0.207,-0.197619899,-9.925,-1.088,-0.27525,-0.033,2.0485,1.4545,-0.659,0,0.7415,2.182,1.29925,-10.03,-10.23160103,0.167663126,0.459722972016844,0.02480698175,0.356773620101038,1.785859917,0.183419489149872,-9.76729975,2.99175
1,3.25,368.111483675,0.034260604,-9.675,-8.97666,-21.98631544,2.4061097775,-1.1847568155,227.575,270.325,-59.3975,98.40060885,-0.00125,-0.093,72.9925,-0.043766861,-0.657946566,-0.27198334,-1.7445,0.1875,-0.20308756925,-10.0975,-1.1045,-0.3,-0.01625,2.0175,1.4825,-0.7,0,0.7385,2.182,1.32425,-10.0225,-10.0961427,0.16962576,0.441925185976088,0.00138216675,0.372459248777635,1.736960021,0.194635592839542,-9.787573,2.99175
1,3.75,367.839657125,0.038267577,-9.6675,-8.93166,-23.24291971,2.34188357025,-0.9534943625,229.75,269.875,-58.5175918505424,98.38904031,-0.001,-0.083,73.285,-0.03374074125,-0.578537453,-0.234660887,-1.729,0.165,-0.205920386,-10.155,-1.1,-0.3,-0.0135,2.034,1.42925,-0.7,0,0.7695,2.168,1.31175,-10.05,-10.05352643,0.156187908,0.428058897816644,0.06591700825,0.354766922077017,1.768377768,0.184528225483258,-9.778046,2.99175
1,4.25,369.202893275,0.01154419325,-9.64,-8.97666,-23.98006979,2.39108924275,-1.4256451515,227.725,270.175,-57.2063091848556,98.4,-0.001,-0.08575,73.1475,-0.0243136005,-0.576117264,-0.196832181,-1.70625,0.16475,-0.19877802975,-10.585,-1.1,-0.3,-0.02,2.0665,1.44575,-0.67525,0,0.742,2.167,1.33375,-10.2975,-10.16635993,0.152167725,0.433833312459982,0,0.348596528955754,1.664577213,0.172741419468522,-9.8122,3.0125
1,4.75,367.714301375,-0.006707709,-9.81022,-8.8475,-23.555230025,2.4059678395,-0.87997969275,229.3,270.175,-57.9575,98.3951885,-0.00025,-0.09375,74.465,-0.03305200275,-0.5479713945,-0.215340893,-1.80119099159004,0.163139265565687,-0.1996633075,-10.6575,-1.1,-0.3,-0.03325,2.033,1.46675,-0.68725,0,0.775,2.166,1.33275,-10.26,-10.4435873725,0.14845191625,0.392979058772113,0,0.338409239292445,1.78623735175,0.16364439298704,-10.050618,2.9875
