DOY2,HR2,CO2,FC,G_1_1_1,G_2_1_1,H,H2O,LE,LW_IN,LW_OUT,NETRAD,PA,PPFD_IN,PPFD_OUT,RH,SC,SH,SLE,SW_IN,SW_OUT,TAU,TA_1_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_6_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_6_1,T_CANOPY,T_SONIC,USTAR,U_SIGMA,VPD,V_SIGMA,WS,W_SIGMA,TA_1_1_2,TS_1_5_1
1,0.25,490.16153824,2.691778193625,19.81121675,32.717369,23.4199753034999,8.6421958895,35.563929195,349.3075,347.8575,5.419725,100.493818545,0.02305,9.256,99.2025,0.569124563400001,1.86595646005,1.4527431311,0.206404873548198,2.16925,-0.00148259092499999,6.620325,3.42285,3.5,5.00235,4.7377,5.152475,3.899325,3.626025,5.605,4.9257,4.1834,9.49357500000002,7.41907031819999,0.68344895925,1.89974382972366,2.441241311,1.35103359547255,7.52339507785,0.786803164982346,3.4208513,6.304475
1,0.75,462.471900325,2.104918322875,-0.558600000000006,-1.11752500000001,14.820448938,9.0600228807,29.0872336125,346.695,345.2625,4.98135,100.49952502,0.027675,9.217,99.9275,0.672197184199998,1.8848703113,1.093430434,0.41395,2.108625,-0.00126700525,6.302075,3.437575,3.5,5.00235,4.69775,5.104175,3.7686,3.80445,5.605,4.90885,4.18205,9.73885000000002,7.9373625082,0.6497056456,1.7838194434284,1.623937744575,1.39294863681821,7.6376471928,0.710282118831091,3.203601,6.308825
1,1.25,469.311954025,2.52179694575,0.144124999999991,-0.600475000000013,23.11131888375,8.9607321006,40.5694139169999,347.685,343.545,4.282325,100.51474584,0.015525,8.895,100,0.837092463025,1.52630154,0.7566252977,0.384050000000001,1.8372,-0.001168626375,6.4493,3.421275,3.477625,5.00955,4.67545,5.10335,3.6681,3.885525,5.605,4.9285,4.167025,9.96350000000002,7.06457066699999,0.632460940599999,1.86781811417392,3.210862594875,1.46739612177843,7.3793694088,0.709729190971018,3.3290026,6.314425
1,1.75,502.671473489999,2.18226266502499,0.169324999999992,-0.577056250000012,23.81857961,8.9569864913,34.7988211325,342.5725,343.2625,3.23029999999999,100.52389124,0.0132,8.6375,100,2.18642884289999,1.5233705454,0.870124128050002,0.410025,2.02305,-0.000372372625000005,6.324575,3.432425,3.485025,5.0018,4.67,5.13635,3.64805,3.9025,5.621575,4.9168,4.18245,9.99075000000002,6.93693766039999,0.6453670154,1.77634461926475,2.5405856358,1.52076053007932,7.7989384374,0.712971493866414,3.369085,6.241175
1,2.25,465.83951493,2.313877524775,0.173374999999992,-0.553398000000012,20.07604477625,9.115169844,44.4995814585,343.245732045875,342.645,2.89315,100.55018088,0.014,8.56575,100,0.507406600099999,1.5829244786,0.766003249125,0.3414,1.9682,-0.000379125900000002,6.318825,3.384275,3.4338,4.99355,4.662625,5.1199,3.599825,3.8362,5.605,4.9145,4.1518,9.53925000000001,7.0858237752,0.591805154799999,1.75293459783456,2.63547415362499,1.36551257908021,7.683522789,0.722560154263439,3.273587675,6.2659
1,2.75,499.3125213075,2.558914160625,0.174174999999991,-0.528989750000012,18.987961523,9.1072586884,33.97110906625,347.43,343.4575,3.153825,100.59435806,0.01205,8.56625000000001,100,0.396637066875,1.7890256756,2.2896161074,0.332350000000001,1.888725,-0.00129604860000001,6.506975,3.417025,3.3677,4.989325,4.65845,5.1033,3.5703,3.78745,5.61,4.9117,4.182025,9.31525000000001,7.384039589,0.6151386244,1.80435893975862,2.373728822,1.32749320383722,7.899674412,0.682321712295271,3.356333625,6.24055
1,3.25,445.564716375,3.97549969810001,0.174499999999991,-0.504856500000011,17.586357006,9.24016790965,27.3817832975,347.555,343.455,2.50177500000001,100.58341934,0.012825,9.023,100,0.971162234299999,1.955115894,1.899205959625,0.263918047760666,1.99655,-0.00133693210000002,6.46005,3.4004,3.328275,4.971325,4.65845,5.10755,3.5227,3.7075,5.605025,4.9101,4.1508,9.67400000000001,7.62680252259999,0.626309375,1.69375458324988,2.11633024269999,1.28870725583547,8.0562117154,0.700933375567615,3.527740325,6.2499
1,3.75,468.6238862925,1.5932030711,0.174524999999991,-0.481148250000011,15.470853785,9.203380214575,32.38883998625,344.695543507203,344.3725,2.3188,100.59313948,0.02005,9.08125,100,1.84361516627499,1.186435693,0.673238131499998,0.396975,2.00835,-0.000596261700000004,6.4543,3.318525,3.264625,4.922,4.64095,5.120325,3.4321,3.6412,5.6054,4.9167,4.18245,9.56350000000001,7.996716717,0.6456025824,1.73636825949538,1.867337891725,1.47673030809423,7.9886136342,0.705376421065356,3.6557274,6.24065
1,4.25,479.9585105125,2.258029487075,0.169224999999991,-0.505681500000011,16.399635068,9.275294473725,25.536051368,350.6325,344.0675,2.81321850236719,100.55054732,0.014,8.6835,100,1.15349792775,1.7429062632,0.9614733825,0.3278,1.99455,-0.00101548535000001,6.57375,3.287175,3.22719999999999,4.946925,4.635,5.103325,3.45945,3.61,5.61,4.9269,4.184425,9.10675000000001,8.2257226064,0.6236122696,1.67596178830623,1.6823177301,1.34950405584346,7.7364456968,0.696890433223111,3.8200579,6.2651
1,4.75,512.9365438625,2.4372093428,0.16454999999999,-0.482423250000011,13.034789294,9.328338916075,31.8710795955,344.536141630114,345.9575,2.5274,100.5118151575,0.012575,7.5622,100,1.599269050925,1.37653231955,1.9289747711,0.3095,1.982125,0,6.49935000000001,3.23785,3.171425,4.97285,4.6129,5.120725,3.6055,3.6183,5.621575,4.9117,4.183425,8.84825,8.3972646591,0.6772732856,1.71267734431849,1.566394037375,1.41841987433098,7.52762516955,0.742508115223468,3.785958625,6.2405
