DOY2,HR2,SW_IN_1_1_1,SW_OUT_1_1_1,LW_IN_1_1_1,LW_OUT_1_1_1,NETRAD_1_1_1,TA_1_1_1,RH_1_1_1,WS_1_1_1,CO2_1_1_1,H2O_1_1_1,FC_1_1_1,LE_1_1_1,H_1_1_1,SC_1_1_1,SLE_1_1_1,SH_1_1_1,NEE,USTAR_1_1_1,PA_1_1_1,VPD_1_1_1
1,17.75,0,1.104639,263.90065,312.30815,-1.186864,0.0907667,59.921165,3.08545425,419.186475,2.4178895,1.35279475,5.802999,-11.903245,-0.0603243875,1.245333,-5.130318,0.908341075,0.5325908,98.438595,3.116792
1,18.25,0,0.924094875,250.358925,311.1545,-66.1299525,-0.0997521,59.08972,3.0467795,419.257525,2.44571325,1.3622795,6.95106975,-5.06682775,0.2194313625,1.3798305,-5.677729875,1.184561925,0.521933975,98.50573,2.83127225
1,18.75,0,0.858958275,239.478725,308.6679,-69.1509,-0.530183275,60.3852975,3.1851075,418.8761,2.5378025,1.531969,5.5058,-6.1438985,-0.0149057025,1.514328,-8.6894435,1.46820225,0.606669325,98.5166075,2.6789125
1,19.25,0,0.7164366,255.3214,305.9872,-65.03541,-0.8143449,61.13723,3.06009,422.1982,4.0355765,1.9889435,6.281409,-12.2799975,0.318909575,1.34684,-3.24246525,2.15831325,0.68601415,98.42104,4.00893
1,19.75,0,0.7615476,249.94655,304.073375,-61.59369,-1.734786,63.31411,2.928109,422.154,4.0251385,1.753788,5.1449155,-14.7522225,0.3891075,1.41698775,-1.761424,2.1916,0.59516215,98.4490925,3.8459005
1,20.25,0,0.732902225,244.213025,303.481575,-54.17054,-1.7025945,66.2227575,3.093317,422.16175,3.995231,2.12519775,3.436941,-18.371095,0.24851495,1.822116,-2.5922855,2.13143325,0.6501801,98.391685,3.678606
1,20.75,0,0.7644583,240.4665,303.1249,-53.893775,-2.200433,68.692,3.372899,422.45385,3.94833475,1.4798455,5.39105,-11.72227,0.169061575,1.372151,-0.3976008,1.60284125,0.5135744,98.42858,3.58187875
1,21.25,0,0.8910525,241.9461,303.6776,-51.3321,-1.945608,66.8454175,3.2107185,422.1915,3.994012,1.469662,5.764254,-7.5874095,0.247243925,1.7056425,-0.4669042,1.5994585,0.5350283,98.4560475,3.31519725
1,21.75,0,0.881347225,251.1889,305.344125,-54.1407475,-1.3432085,70.053165,2.86489375,422.5736,3.933208,1.50433675,5.796141,-14.171545,0.389559925,0.7695827,-0.681292325,1.66335325,0.601961225,98.28769,3.18950875
1,22.25,0,0.93770045,244.23795,304.888825,-55.8835925,-1.51243525,71.1884175,2.882721,423.35495,3.9354035,1.813311,7.024786,-17.53514,0.102479375,0.640904275,-1.127144,1.76529425,0.69326535,98.3141375,2.82030525
1,22.75,0,0.947083325,239.1579,305.6759,-45.1427725,-1.372433,70.41033,2.971925,424.28915,3.88851375,1.78582175,3.5828195,-21.0226825,0.28070455,1.601755,-0.215543685,2.041257,0.690245475,98.34765,2.4714955
1,23.25,0,0.9755555,238.3275,307.73135,-47.27416,-0.9185085775,72.5459975,2.77886475,422.596775,3.925686,2.24932125,3.2133485,-22.53217,0.4279126,1.259889875,0.2498091,2.1803765,0.6655121,98.208345,2.485912
1,23.75,0,0.987236075,239.397225,308.0862,-58.255215,-0.819116625,72.9309025,3.2268725,424.56905,3.838718,1.5333765,8.577687,-19.25533,0.1999982,1.1718895,1.174286,1.55216575,0.698750025,98.193615,2.36277075
2,0.25,0,0.61525,299.2957,320.8,-17.048555,1.8840735,87.625,3.164154,424.6083,3.79011025,1.8213165,6.238552,-17.8614,0.1475972,0.2518468,-0.36456175,1.842403,0.6526362,98.25096,2.27352175
2,0.75,0,0.538416675,301.1647,321.017475,-17.7904975,1.56432325,88.595405,3.120244,422.1254,3.73695325,1.69341475,2.0474075,-16.8129225,0.22574555,0.699448,-0.13191135,1.7054805,0.67345065,98.2535325,2.22970475
2,1.25,0,0.701,302.2818,321.4309,-17.37156,1.516678,89.39056,3.2240685,423.0766,3.777722,1.7082825,3.360089,-17.67858,0.119021885,0.9133343,1.657054,1.69885625,0.56728445,98.34369,1.829395
2,1.75,0,0.5348333,307.8989,321.8058,-13.81056,1.600561,89.01997,3.291881,424.29395,3.751947,1.759406,4.89735575,-18.8253375,0.3019255,1.050712,1.6362945,1.7151805,0.6322376,98.34821,1.806192
2,2.25,0,0.6020944,307.7655,320.8158,-14.07757,1.652016,88.7316,3.237553,424.45755,3.7937965,1.441173,4.31864925,-9.26956,0.1647743,1.40324275,1.475428,1.854354,0.63476535,98.28831,1.77621375
2,2.75,0,0.5430056,298.8352,321.18955,-11.981905,1.5139465,88.3183225,3.307583,423.27365,3.893079,1.3246595,1.625325,-15.76367,0.2738396,0.589267225,-0.1356769,1.467866,0.6916465,98.35041,1.863351
2,3.25,0,0.567369425,306.8755,321.130325,-12.17273,1.4751595,88.4912975,3.14034,423.322,3.8529875,1.4611755,3.1761215,-17.7716275,0.1754351,1.42314075,0.8624161,1.48457425,0.576858625,98.33045,1.708063
2,3.75,0,0.561859775,308.586475,319.609475,-10.2789175,1.035418,89.104155,3.15547,425.211325,3.85257925,1.4214895,3.019603,-15.33563,0.238970725,1.7375225,2.52804225,1.8337795,0.6180967,98.3320425,1.3486735
2,4.25,0,0.579669475,306.234425,318.320725,-11.2077225,0.82467615,90.938325,3.190352,425.36005,3.967113,1.24313775,2.387163,-16.8419725,0.3037876,1.9596495,1.6190835,1.332376,0.5227781,98.3240725,1.460738
2,4.75,0,0.5239875,303.340325,318.28815,-11.434665,0.820575025,91.83751,3.244321,424.6813,3.929916,1.7356815,2.0569015,-11.73212,0.3276971,1.872763,0.2070289,1.783977,0.57122995,98.342255,1.28691875
2,5.25,0,0.5008611,305.854425,319.65705,-11.8825675,1.162575,91.683165,3.25183825,424.68285,3.76156525,1.49233125,2.252282,-20.080065,0.32995555,1.921218125,0.2701325725,1.49904525,0.5934599,98.38635,1.49315575
2,5.75,0,0.60439165,309.93565,319.37685,-5.109722,1.3333665,92.459255,3.02768,424.868725,3.8415375,1.700861,9.2076655,-14.10749,0.2976533,1.96967325,1.163438275,1.42478125,0.55749395,98.440125,1.241461
2,6.25,0,1.49701125,308.8566,320.0871,-0.8566806,1.3384,93.32333,3.232957,424.120375,4.013342,1.802201,1.394628,-11.52477,0.344251,2.49983053125,2.321604,1.46455175,0.5578634,98.34518,1.464629
2,6.75,0,6.893444,309.418,321.2673,10.71618,1.624633,93.13334,3.16658925,425.8068,3.687427,1.372406,5.4125115,-3.932652,0.3749236,3.0299878125,8.2701385,1.78625275,0.551590525,98.36223,1.52595225
2,7.25,0,17.47744,309.9125,321.7081,61.47314,1.585711,91.15666,3.0873975,425.0162,3.942515,1.092053,10.495178,13.8071425,0.0207601925,3.56014509375,10.905967,0.976022675,0.591854,98.37183,1.420041
2,7.75,108.507633333333,29.17994,311.0966,323.6422,146.3076,1.797267,88.94333,3.287343,425.83385,3.90350525,0.82893385,13.163355,54.5715825,0.0293639685,4.090302375,15.766925,0.770278775,0.651101675,98.37464,1.58253
2,8.25,217.015266666667,37.23857,310.8098,325.0229,214.8431,2.180938,88.50334,3.452155,423.94035,3.946041,0.8689635,18.1825725,125.326,0.04647013,4.62045965625,18.9340475,0.5034314,0.694594175,98.38459,1.9869435
2,8.75,325.5229,37.19085,215.547075,298.283125,205.569225,-3.29736675,73.1564275,3.28837475,424.181425,3.8739465,1.14226945,25.13164,158.97425,-0.05250099025,5.1506169375,9.694089,0.8769585,0.7132165,98.4941525,2.2511835
2,9.25,408.9188,45.97551,233.604875,301.758425,269.0097,-2.66058325,71.4670075,3.53732425,423.49075,3.903522,-0.024136,23.61336,208.254175,0.0756488525,5.68077421875,12.1753175,-0.5975485,0.8109316,98.5414275,2.76465
2,9.75,479.41475,54.380195,227.4364,298.2778,330.13145,-3.5354005,69.183,3.372144,423.443975,4.06074575,-0.74461155,36.231605,265.104125,0.159107285,6.2109315,16.7166,-0.84344725,0.835801975,98.398575,2.99529225
2,10.25,527.08785,59.7435025,231.154275,305.16375,369.922225,-2.1969115,68.593945,3.604457,423.5095,4.165285,0.11537707,44.286935,270.34625,-0.0315105,4.8446285,14.950775,-0.10704915,0.8180339,98.35966,3.406626
2,10.75,581.0328,63.87333,240.199275,305.913725,416.9486,-2.09339475,65.478125,4.010244,424.011475,4.261634,-0.59013865,41.73711,307.620975,-0.040647,3.4783255,16.8266125,-1.33340125,0.951695,98.3809125,3.6127405
2,11.25,599.51495,72.69849,247.56075,313.21085,431.57325,-0.84355185,67.834995,3.903207,421.46655,2.9185945,-1.2708455,21.550965,244.9847,0.0321728975,3.840336,15.82642,-1.34882025,1.04338895,98.403495,3.0733
2,11.75,632.2945,76.478965,251.02135,316.1226,453.52775,-0.2343333315,65.74934,4.118217,421.10845,3.0685065,-2.221801,26.4377625,298.6328,-0.180660875,2.2405,15.32571,-2.32467775,0.979833725,98.453025,3.37954825
2,12.25,628.49745,75.96058,263.0781,318.56465,442.0763,0.52591335,64.114325,4.0046525,421.7986,3.027024,-1.53416,23.2507225,264.6218,-0.13317135,1.7628235,14.82813,-1.896606,0.9644623,98.406065,3.602414
2,12.75,612.074375,73.5778975,260.18915,320.0392,425.53565,0.96781665,63.168,4.299639,420.8759,3.0589825,-1.32171775,27.097935,243.0904,-0.205426,1.450176,14.8792,-1.55093025,0.9238753,98.38077,3.977462
2,13.25,590.43625,71.09609,263.26465,321.7,407.344,1.4755835,62.714165,3.9729595,418.70335,3.038124,-1.9324815,23.8366,254.315025,0.07728677,1.2108445,12.61857,-1.99391975,0.8321908,98.375785,4.355112
2,13.75,539.6854,67.592305,259.025,323.6787,363.60175,2.0798335,61.11283,4.067833,418.9382,3.0034545,-1.7536075,24.34919,217.5931,0.03213674,0.5901529,11.89429,-1.6340975,0.840337275,98.3616,4.697331
2,14.25,480.66765,61.595145,259.9487,324.3073,308.4791,2.31907525,57.60266,3.80248375,418.3362,2.93155325,-1.71593525,27.14889,211.229,0.1915831,1.4775725,9.016381,-1.48078725,0.757861325,98.370245,4.74161225
2,14.75,412.976475,53.5417775,260.962825,324.3175,250.280975,2.28160875,56.49716,3.7835805,418.268025,2.95990875,-0.9359435,25.6834125,164.31535,0.0036050165,1.68138325,8.75167825,-1.0824274,0.83066965,98.3806875,4.85109425
2,15.25,327.1703,45.21615,260.6726,324.4189,180.17795,2.37993475,56.913305,3.97252275,418.89025,2.8737305,-1.2555385,18.4931825,126.5736,0.2143426,3.728203,7.6839665,-1.0775765,0.7798318,98.39573,4.590582
2,15.75,249.412225,35.897795,254.72495,321.45185,109.234925,1.5620335,57.793835,3.4590255,419.0667,2.708093,-0.116706675,15.71855,79.2083725,0.0970873425,2.7473915,1.723594775,-0.2618117125,0.6352391,98.398875,4.10607
2,16.25,172.76915,26.94599,265.28485,319.9249,51.971765,1.2482335,57.219505,3.663018,419.254075,2.673554,0.388688725,11.68746,40.90951,0.15200448,0.8439529,-1.929939,0.25365685,0.6147244,98.42078,3.91637625
2,16.75,103.02042,16.9590675,260.829075,318.040675,9.0520275,1.04501945,58.178665,3.4076425,420.14365,2.61416075,1.03051575,8.6505705,11.7389275,0.1274909,0.913504125,-6.290345,0.8858932,0.653010025,98.37477,3.79817675
2,17.25,32.5548925,4.5882215,264.4172,312.8479,-17.4287375,0.2188,57.69366,3.793747,419.769775,2.46994925,2.01377075,6.0698765,-12.8934245,0.0112256575,1.243352975,-9.124737,1.9459395,0.58240225,98.38896,3.4675225
2,17.75,0,1.104639,263.90065,312.30815,-1.186864,0.0907667,59.921165,3.08545425,419.186475,2.4178895,1.35279475,5.802999,-11.903245,-0.0603243875,1.245333,-5.130318,0.908341075,0.5325908,98.438595,3.116792
2,18.25,0,0.924094875,250.358925,311.1545,-66.1299525,-0.0997521,59.08972,3.0467795,419.257525,2.44571325,1.3622795,6.95106975,-5.06682775,0.2194313625,1.3798305,-5.677729875,1.184561925,0.521933975,98.50573,2.83127225
2,18.75,0,0.858958275,239.478725,308.6679,-69.1509,-0.530183275,60.3852975,3.1851075,418.8761,2.5378025,1.531969,5.5058,-6.1438985,-0.0149057025,1.514328,-8.6894435,1.46820225,0.606669325,98.5166075,2.6789125
2,19.25,0,0.7164366,255.3214,305.9872,-65.03541,-0.8143449,61.13723,3.06009,422.1982,4.0355765,1.9889435,6.281409,-12.2799975,0.318909575,1.34684,-3.24246525,2.15831325,0.68601415,98.42104,4.00893
2,19.75,0,0.7615476,249.94655,304.073375,-61.59369,-1.734786,63.31411,2.928109,422.154,4.0251385,1.753788,5.1449155,-14.7522225,0.3891075,1.41698775,-1.761424,2.1916,0.59516215,98.4490925,3.8459005
2,20.25,0,0.732902225,244.213025,303.481575,-54.17054,-1.7025945,66.2227575,3.093317,422.16175,3.995231,2.12519775,3.436941,-18.371095,0.24851495,1.822116,-2.5922855,2.13143325,0.6501801,98.391685,3.678606
2,20.75,0,0.7644583,240.4665,303.1249,-53.893775,-2.200433,68.692,3.372899,422.45385,3.94833475,1.4798455,5.39105,-11.72227,0.169061575,1.372151,-0.3976008,1.60284125,0.5135744,98.42858,3.58187875
2,21.25,0,0.8910525,241.9461,303.6776,-51.3321,-1.945608,66.8454175,3.2107185,422.1915,3.994012,1.469662,5.764254,-7.5874095,0.247243925,1.7056425,-0.4669042,1.5994585,0.5350283,98.4560475,3.31519725
2,21.75,0,0.881347225,251.1889,305.344125,-54.1407475,-1.3432085,70.053165,2.86489375,422.5736,3.933208,1.50433675,5.796141,-14.171545,0.389559925,0.7695827,-0.681292325,1.66335325,0.601961225,98.28769,3.18950875
2,22.25,0,0.93770045,244.23795,304.888825,-55.8835925,-1.51243525,71.1884175,2.882721,423.35495,3.9354035,1.813311,7.024786,-17.53514,0.102479375,0.640904275,-1.127144,1.76529425,0.69326535,98.3141375,2.82030525
2,22.75,0,0.947083325,239.1579,305.6759,-45.1427725,-1.372433,70.41033,2.971925,424.28915,3.88851375,1.78582175,3.5828195,-21.0226825,0.28070455,1.601755,-0.215543685,2.041257,0.690245475,98.34765,2.4714955
2,23.25,0,0.9755555,238.3275,307.73135,-47.27416,-0.9185085775,72.5459975,2.77886475,422.596775,3.925686,2.24932125,3.2133485,-22.53217,0.4279126,1.259889875,0.2498091,2.1803765,0.6655121,98.208345,2.485912
2,23.75,0,0.987236075,239.397225,308.0862,-58.255215,-0.819116625,72.9309025,3.2268725,424.56905,3.838718,1.5333765,8.577687,-19.25533,0.1999982,1.1718895,1.174286,1.55216575,0.698750025,98.193615,2.36277075
3,0.25,0,0.61525,299.2957,320.8,-17.048555,1.8840735,87.625,3.164154,424.6083,3.79011025,1.8213165,6.238552,-17.8614,0.1475972,0.2518468,-0.36456175,1.842403,0.6526362,98.25096,2.27352175
3,0.75,0,0.538416675,301.1647,321.017475,-17.7904975,1.56432325,88.595405,3.120244,422.1254,3.73695325,1.69341475,2.0474075,-16.8129225,0.22574555,0.699448,-0.13191135,1.7054805,0.67345065,98.2535325,2.22970475
3,1.25,0,0.701,302.2818,321.4309,-17.37156,1.516678,89.39056,3.2240685,423.0766,3.777722,1.7082825,3.360089,-17.67858,0.119021885,0.9133343,1.657054,1.69885625,0.56728445,98.34369,1.829395
3,1.75,0,0.5348333,307.8989,321.8058,-13.81056,1.600561,89.01997,3.291881,424.29395,3.751947,1.759406,4.89735575,-18.8253375,0.3019255,1.050712,1.6362945,1.7151805,0.6322376,98.34821,1.806192
3,2.25,0,0.6020944,307.7655,320.8158,-14.07757,1.652016,88.7316,3.237553,424.45755,3.7937965,1.441173,4.31864925,-9.26956,0.1647743,1.40324275,1.475428,1.854354,0.63476535,98.28831,1.77621375
3,2.75,0,0.5430056,298.8352,321.18955,-11.981905,1.5139465,88.3183225,3.307583,423.27365,3.893079,1.3246595,1.625325,-15.76367,0.2738396,0.589267225,-0.1356769,1.467866,0.6916465,98.35041,1.863351
3,3.25,0,0.567369425,306.8755,321.130325,-12.17273,1.4751595,88.4912975,3.14034,423.322,3.8529875,1.4611755,3.1761215,-17.7716275,0.1754351,1.42314075,0.8624161,1.48457425,0.576858625,98.33045,1.708063
3,3.75,0,0.561859775,308.586475,319.609475,-10.2789175,1.035418,89.104155,3.15547,425.211325,3.85257925,1.4214895,3.019603,-15.33563,0.238970725,1.7375225,2.52804225,1.8337795,0.6180967,98.3320425,1.3486735
3,4.25,0,0.579669475,306.234425,318.320725,-11.2077225,0.82467615,90.938325,3.190352,425.36005,3.967113,1.24313775,2.387163,-16.8419725,0.3037876,1.9596495,1.6190835,1.332376,0.5227781,98.3240725,1.460738
3,4.75,0,0.5239875,303.340325,318.28815,-11.434665,0.820575025,91.83751,3.244321,424.6813,3.929916,1.7356815,2.0569015,-11.73212,0.3276971,1.872763,0.2070289,1.783977,0.57122995,98.342255,1.28691875
3,5.25,0,0.5008611,305.854425,319.65705,-11.8825675,1.162575,91.683165,3.25183825,424.68285,3.76156525,1.49233125,2.252282,-20.080065,0.32995555,1.32319125,0.2701325725,1.49904525,0.5934599,98.38635,1.49315575
3,5.75,0,0.60439165,309.93565,319.37685,-5.109722,1.3333665,92.459255,3.02768,424.868725,3.8415375,1.700861,9.2076655,-14.10749,0.2976533,1.96967325,1.163438275,1.42478125,0.55749395,98.440125,1.241461
3,6.25,0,1.49701125,308.8566,320.0871,-0.8566806,1.3384,93.32333,3.232957,424.120375,4.013342,1.802201,1.394628,-11.52477,0.344251,2.749073,2.321604,1.46455175,0.5578634,98.34518,1.464629
3,6.75,68.8344275,6.893444,309.418,321.2673,10.71618,1.624633,93.13334,3.16658925,425.8068,3.687427,1.372406,5.4125115,-3.932652,0.3749236,2.49771825,8.2701385,1.78625275,0.551590525,98.36223,1.52595225
3,7.25,154.9098,17.47744,309.9125,321.7081,61.47314,1.585711,91.15666,3.0873975,425.0162,3.942515,1.092053,10.495178,13.8071425,0.0207601925,3.83244525,10.905967,0.976022675,0.591854,98.37183,1.420041
3,7.75,256.9223,29.17994,311.0966,323.6422,146.3076,1.797267,88.94333,3.287343,425.83385,3.90350525,0.82893385,13.163355,54.5715825,0.0293639685,4.0684275,15.766925,0.770278775,0.651101675,98.37464,1.58253
3,8.25,350.3263,37.23857,310.8098,325.0229,214.8431,2.180938,88.50334,3.452155,423.94035,3.946041,0.8689635,18.1825725,125.326,0.04647013,3.44359775,18.9340475,0.5034314,0.694594175,98.38459,1.9869435
3,8.75,428.271275,45.624545,311.4873,328.4792,278.684925,2.511733,87.94001,3.61361,424.181425,3.8739465,1.14226945,25.13164,158.97425,-0.05250099025,3.85930525,9.694089,0.8769585,0.7132165,98.37853,2.2511835
3,9.25,519.1516,53.931635,310.24685,332.173775,360.17305,3.40963875,87.1824975,3.48083175,423.49075,3.903522,-0.024136,23.61336,208.254175,0.0756488525,4.245063,12.1753175,-0.5975485,0.8109316,98.38346,2.76465
3,9.75,590.4883,61.0933,310.514,335.425,420.12885,4.332936,88.443335,3.80932,423.443975,4.06074575,-0.74461155,36.231605,265.104125,0.159107285,6.2109315,16.7166,-0.84344725,0.835801975,98.39641,2.99529225
3,10.25,641.08735,65.6084475,307.1163,338.110425,463.90475,4.81553875,85.9807675,3.4758005,423.5095,4.165285,0.11537707,44.286935,270.34625,-0.0315105,4.018482,14.950775,-0.10704915,0.8180339,98.386165,3.406626
